"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"2B","Eric Sogard",2100,"Cle@Oak 10:05PM ET",0,"Oak"
"2B","Jemile Weeks",2100,"ChC@SD 10:10PM ET",3.235,"SD"
"2B","Jose Pirela",2100,"ChC@SD 10:10PM ET",1.867,"SD"
"3B/SS","Luis Sardinas",2100,"ChC@SD 10:10PM ET",3.000,"SD"
"1B","Matt Olson",2100,"Cle@Oak 10:05PM ET",0,"Oak"
"2B","Chad Pinder",2100,"Cle@Oak 10:05PM ET",1.500,"Oak"
"OF","Sam Fuld",2000,"Cle@Oak 10:05PM ET",0,"Oak"
"C","Bryan Anderson",2000,"Cle@Oak 10:05PM ET",0,"Oak"
"2B/3B","Tyler Ladendorf",2000,"Cle@Oak 10:05PM ET",0.844,"Oak"
"1B/OF","Mark Canha",2000,"Cle@Oak 10:05PM ET",3.625,"Oak"
"3B","Colin Walsh",2000,"Cle@Oak 10:05PM ET",1.526,"Oak"
"SS","Nick Ahmed",2000,"Atl@Ari 09:40PM ET",4.356,"Ari"
"OF","Mikie Mahtook",2000,"Bos@TB 07:10PM ET",2.378,"TB"
"C","Bruce Maxwell",2000,"Cle@Oak 10:05PM ET",1.333,"Oak"
