"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SP","Sonny Gray",4800,"Oak@Cle 07:10PM ET",11.139,"Oak"
"OF","Billy Hamilton",4800,"Cin@SD 08:40PM ET",7.172,"Cin"
"SP","Joe Kelly",4800,"Bos@LAA 09:05PM ET",4.856,"Bos"
"OF","Tyler Naquin",4800,"Oak@Cle 07:10PM ET",7.420,"Cle"
"RP","Chris Beck",4800,"CWS@Min 07:10PM ET",0.267,"CWS"
"OF","Mookie Betts",4800,"Bos@LAA 09:05PM ET",10.616,"Bos"
"OF","Josh Reddick",4700,"Oak@Cle 07:10PM ET",7.373,"Oak"
"SP","Matt Harvey",4700,"Col@NYM 07:10PM ET",11.429,"NYM"
"SP","Jordan Lyles",4700,"Col@NYM 07:10PM ET",3.353,"Col"
"2B","Jason Kipnis",4700,"Oak@Cle 07:10PM ET",8.577,"Cle"
"OF","Mike Trout",4700,"Bos@LAA 09:05PM ET",10.252,"LAA"
"1B","Paul Goldschmidt",4700,"Ari@LAD 09:10PM ET",9.792,"Ari"
"SP","Ross Stripling",4700,"Ari@LAD 09:10PM ET",10.345,"LAD"
"SP","Jason Marquis",4600,"Cin@SD 08:40PM ET",0,"Cin"
"1B","Mike Napoli",4600,"Oak@Cle 07:10PM ET",8.617,"Cle"
"RP","Sean Marshall",4600,"Cin@SD 08:40PM ET",0,"Cin"
"SP","Matt Garza",4600,"Pit@Mil 07:10PM ET",6.181,"Mil"
